linestring,code,distance,grammesCO2saved,route_name,from,to
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91920,54.59559],[-5.91906,54.59559],[-5.91731,54.59566],[-5.91689,54.59568],[-5.91690,54.59590],[-5.91685,54.59590],[-5.91691,54.59580],[-5.91695,54.59591],[-5.91717,54.59589],[-5.91722,54.59598],[-5.91725,54.59607],[-5.91727,54.59615],[-5.91728,54.59628],[-5.91729,54.59637],[-5.91726,54.59647],[-5.91722,54.59658],[-5.91712,54.59678],[-5.91702,54.59693],[-5.91699,54.59699],[-5.91752,54.59709],[-5.91795,54.59719],[-5.91813,54.59724],[-5.91893,54.59752],[-5.91908,54.59757],[-5.91995,54.59801],[-5.92024,54.59818],[-5.92070,54.59854],[-5.92095,54.59872],[-5.92106,54.59872],[-5.92138,54.59873],[-5.92139,54.59875],[-5.92146,54.59936],[-5.92146,54.59947],[-5.92143,54.59954],[-5.92143,54.59960],[-5.92142,54.59963],[-5.92175,54.59961],[-5.92197,54.59960],[-5.92281,54.59955],[-5.92296,54.59954],[-5.92368,54.59950],[-5.92385,54.59950],[-5.92401,54.59950],[-5.92415,54.59951],[-5.92420,54.59946],[-5.92421,54.59943],[-5.92419,54.59911],[-5.92413,54.59864],[-5.92411,54.59847],[-5.92416,54.59844],[-5.92421,54.59842],[-5.92446,54.59842],[-5.92455,54.59844],[-5.92462,54.59840],[-5.92452,54.59836],[-5.92446,54.59838],[-5.92423,54.59838],[-5.92412,54.59836],[-5.92407,54.59834],[-5.92403,54.59820]",39303903,1203,224,Central Station / East Bridge Street to Victoria Square / Victoria Street,Central Station / East Bridge Street ,Victoria Square / Victoria Street
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91920,54.59559],[-5.91906,54.59559],[-5.91731,54.59566],[-5.91689,54.59568],[-5.91690,54.59590],[-5.91685,54.59590],[-5.91691,54.59580],[-5.91695,54.59591],[-5.91717,54.59589],[-5.91722,54.59598],[-5.91725,54.59607],[-5.91727,54.59615],[-5.91728,54.59628],[-5.91729,54.59637],[-5.91726,54.59647],[-5.91722,54.59658],[-5.91712,54.59678],[-5.91702,54.59693],[-5.91699,54.59699],[-5.91752,54.59709],[-5.91795,54.59719],[-5.91813,54.59724],[-5.91893,54.59752],[-5.91908,54.59757],[-5.91995,54.59801],[-5.92024,54.59818],[-5.92070,54.59854],[-5.92095,54.59872],[-5.92106,54.59872],[-5.92138,54.59873],[-5.92139,54.59875],[-5.92146,54.59936],[-5.92146,54.59947],[-5.92143,54.59954],[-5.92143,54.59960],[-5.92142,54.59963],[-5.92145,54.60010],[-5.92147,54.60021],[-5.92147,54.60028],[-5.92166,54.60037],[-5.92177,54.60045],[-5.92185,54.60053],[-5.92184,54.60053],[-5.92198,54.60070],[-5.92205,54.60092],[-5.92206,54.60096],[-5.92210,54.60115],[-5.92210,54.60120],[-5.92212,54.60145]",39303904,1035,193,Central Station / East Bridge Street to Donegall Quay,Central Station / East Bridge Street ,Donegall Quay
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91920,54.59559],[-5.91906,54.59559],[-5.91731,54.59566],[-5.91689,54.59568],[-5.91690,54.59590],[-5.91685,54.59590],[-5.91691,54.59580],[-5.91695,54.59591],[-5.91717,54.59589],[-5.91709,54.59576],[-5.91692,54.59551],[-5.91688,54.59546],[-5.91683,54.59542],[-5.91678,54.59540],[-5.91673,54.59539],[-5.91671,54.59539],[-5.91663,54.59538],[-5.91645,54.59539]",39303905,320,60,Central Station / East Bridge Street to Central Station / Mays Meadow,Central Station / East Bridge Street ,Central Station / Mays Meadow
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91963,54.59552],[-5.91972,54.59551],[-5.92110,54.59543],[-5.92160,54.59539],[-5.92254,54.59533],[-5.92316,54.59528],[-5.92345,54.59522],[-5.92350,54.59521],[-5.92359,54.59518]",39303906,304,57,Central Station / East Bridge Street to St George's Market / Cromac Square,Central Station / East Bridge Street ,St George's Market / Cromac Square
"[-5.91917,54.59538],[-5.91912,54.59505],[-5.91911,54.59500],[-5.91906,54.59493],[-5.91900,54.59488],[-5.91892,54.59484],[-5.91879,54.59479],[-5.91865,54.59476],[-5.91847,54.59474],[-5.91827,54.59474],[-5.91809,54.59470],[-5.91794,54.59466],[-5.91780,54.59459],[-5.91771,54.59449],[-5.91764,54.59435],[-5.91763,54.59426],[-5.91766,54.59407],[-5.91774,54.59381],[-5.91787,54.59361],[-5.91801,54.59350],[-5.91810,54.59345],[-5.91833,54.59339],[-5.91860,54.59335],[-5.91896,54.59333],[-5.91915,54.59331],[-5.91933,54.59328],[-5.91947,54.59324],[-5.91955,54.59320],[-5.91967,54.59313],[-5.91992,54.59294],[-5.92007,54.59281],[-5.92028,54.59266],[-5.92040,54.59261],[-5.92054,54.59256],[-5.92079,54.59253],[-5.92094,54.59254],[-5.92121,54.59260],[-5.92174,54.59273],[-5.92221,54.59285],[-5.92240,54.59290],[-5.92251,54.59292],[-5.92272,54.59297],[-5.92285,54.59298],[-5.92294,54.59297],[-5.92300,54.59295],[-5.92309,54.59291],[-5.92317,54.59282],[-5.92324,54.59274],[-5.92333,54.59269],[-5.92338,54.59267],[-5.92342,54.59266],[-5.92352,54.59265],[-5.92366,54.59267],[-5.92395,54.59273],[-5.92442,54.59285],[-5.92489,54.59296],[-5.92515,54.59302],[-5.92522,54.59304],[-5.92574,54.59220],[-5.92579,54.59212],[-5.92562,54.59203],[-5.92556,54.59211]",39303907,945,176,Central Station / East Bridge Street to Gasworks (Cromac Street),Central Station / East Bridge Street ,Gasworks (Cromac Street)
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91920,54.59559],[-5.91906,54.59559],[-5.91731,54.59566],[-5.91689,54.59568],[-5.91690,54.59590],[-5.91685,54.59590],[-5.91691,54.59580],[-5.91695,54.59591],[-5.91717,54.59589],[-5.91722,54.59598],[-5.91725,54.59607],[-5.91727,54.59615],[-5.91728,54.59628],[-5.91729,54.59637],[-5.91726,54.59647],[-5.91722,54.59658],[-5.91712,54.59678],[-5.91702,54.59693],[-5.91699,54.59699],[-5.91752,54.59709],[-5.91795,54.59719],[-5.91813,54.59724],[-5.91893,54.59752],[-5.91908,54.59757],[-5.91995,54.59801],[-5.92024,54.59818],[-5.92065,54.59803],[-5.92096,54.59766],[-5.92088,54.59755],[-5.92088,54.59738],[-5.92088,54.59725]",39303908,739,138,Central Station / East Bridge Street to Waterfront,Central Station / East Bridge Street ,Waterfront
"[-5.91917,54.59538],[-5.91912,54.59505],[-5.91911,54.59500],[-5.91906,54.59493],[-5.91900,54.59488],[-5.91892,54.59484],[-5.91879,54.59479],[-5.91865,54.59476],[-5.91847,54.59474],[-5.91827,54.59474],[-5.91809,54.59470],[-5.91794,54.59466],[-5.91780,54.59459],[-5.91771,54.59449],[-5.91764,54.59435],[-5.91763,54.59426],[-5.91766,54.59407],[-5.91774,54.59381],[-5.91787,54.59361],[-5.91801,54.59350],[-5.91810,54.59345],[-5.91833,54.59339],[-5.91860,54.59335],[-5.91896,54.59333],[-5.91915,54.59331],[-5.91933,54.59328],[-5.91947,54.59324],[-5.91955,54.59320],[-5.91967,54.59313],[-5.91992,54.59294],[-5.92007,54.59281],[-5.92028,54.59266],[-5.92040,54.59261],[-5.92054,54.59256],[-5.92079,54.59253],[-5.92094,54.59254],[-5.92121,54.59260],[-5.92174,54.59273],[-5.92221,54.59285],[-5.92240,54.59290],[-5.92251,54.59292],[-5.92272,54.59297],[-5.92285,54.59298],[-5.92294,54.59297],[-5.92300,54.59295],[-5.92309,54.59291],[-5.92317,54.59282],[-5.92324,54.59274],[-5.92333,54.59269],[-5.92338,54.59267],[-5.92342,54.59266],[-5.92352,54.59265],[-5.92366,54.59267],[-5.92395,54.59273],[-5.92442,54.59285],[-5.92489,54.59296],[-5.92515,54.59302],[-5.92522,54.59304],[-5.92574,54.59220],[-5.92579,54.59212],[-5.92585,54.59198],[-5.92587,54.59190],[-5.92586,54.59186],[-5.92572,54.59150],[-5.92555,54.59111],[-5.92714,54.59090],[-5.92721,54.59089],[-5.92712,54.59064],[-5.92700,54.59026],[-5.92699,54.59022],[-5.92756,54.59016],[-5.92868,54.59005],[-5.92884,54.59004],[-5.93027,54.58989],[-5.93105,54.58981],[-5.93112,54.58980],[-5.93172,54.58974],[-5.93197,54.58972],[-5.93230,54.58968],[-5.93291,54.58963],[-5.93347,54.58957],[-5.93365,54.58952],[-5.93369,54.58951],[-5.93362,54.58939],[-5.93361,54.58931]",39303909,1683,314,Central Station / East Bridge Street to Botanic Avenue / Shaftesbury Square,Central Station / East Bridge Street ,Botanic Avenue / Shaftesbury Square
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91963,54.59552],[-5.91972,54.59551],[-5.92110,54.59543],[-5.92160,54.59539],[-5.92254,54.59533],[-5.92316,54.59528],[-5.92345,54.59522],[-5.92350,54.59521],[-5.92365,54.59519],[-5.92379,54.59515],[-5.92386,54.59514],[-5.92393,54.59514],[-5.92402,54.59516],[-5.92443,54.59524],[-5.92451,54.59524],[-5.92462,54.59524],[-5.92501,54.59523],[-5.92546,54.59521],[-5.92557,54.59521],[-5.92631,54.59518],[-5.92740,54.59513],[-5.92744,54.59512],[-5.92847,54.59508],[-5.92985,54.59502],[-5.93053,54.59500],[-5.93128,54.59496],[-5.93248,54.59491],[-5.93302,54.59489],[-5.93303,54.59482]",39303910,925,172,Central Station / East Bridge Street to Europa Bus Station / Blackstaff Square,Central Station / East Bridge Street ,Europa Bus Station / Blackstaff Square
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91963,54.59552],[-5.91972,54.59551],[-5.92110,54.59543],[-5.92160,54.59539],[-5.92254,54.59533],[-5.92316,54.59528],[-5.92345,54.59522],[-5.92350,54.59521],[-5.92365,54.59519],[-5.92379,54.59515],[-5.92386,54.59514],[-5.92393,54.59514],[-5.92402,54.59516],[-5.92443,54.59524],[-5.92451,54.59524],[-5.92462,54.59524],[-5.92501,54.59523],[-5.92546,54.59521],[-5.92557,54.59521],[-5.92631,54.59518],[-5.92740,54.59513],[-5.92744,54.59512],[-5.92847,54.59508],[-5.92985,54.59502],[-5.93053,54.59500],[-5.93128,54.59496],[-5.93248,54.59491],[-5.93302,54.59489],[-5.93302,54.59473],[-5.93302,54.59468],[-5.93307,54.59465],[-5.93317,54.59463],[-5.93359,54.59461],[-5.93442,54.59458],[-5.93440,54.59441],[-5.93439,54.59433],[-5.93426,54.59348]",39303911,1157,216,Central Station / East Bridge Street to Great Victoria Street / Hope Street,Central Station / East Bridge Street ,Great Victoria Street / Hope Street
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91963,54.59552],[-5.91972,54.59551],[-5.92110,54.59543],[-5.92160,54.59539],[-5.92254,54.59533],[-5.92316,54.59528],[-5.92345,54.59522],[-5.92350,54.59521],[-5.92365,54.59519],[-5.92379,54.59515],[-5.92386,54.59514],[-5.92393,54.59514],[-5.92402,54.59516],[-5.92443,54.59524],[-5.92451,54.59524],[-5.92462,54.59524],[-5.92501,54.59523],[-5.92546,54.59521],[-5.92557,54.59521],[-5.92631,54.59518],[-5.92740,54.59513],[-5.92744,54.59512],[-5.92755,54.59608],[-5.92752,54.59610],[-5.92755,54.59630],[-5.92764,54.59701],[-5.92765,54.59707],[-5.92769,54.59739],[-5.92773,54.59770],[-5.92776,54.59791],[-5.92783,54.59852],[-5.92790,54.59852],[-5.92791,54.59860],[-5.92791,54.59863],[-5.92792,54.59868],[-5.92785,54.59869],[-5.92779,54.59871],[-5.92776,54.59873],[-5.92763,54.59880],[-5.92852,54.59931],[-5.92878,54.59938],[-5.92923,54.59933],[-5.92981,54.59927]",39303912,1148,214,Central Station / East Bridge Street to Castle Place / Royal Avenue,Central Station / East Bridge Street ,Castle Place / Royal Avenue
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91963,54.59552],[-5.91972,54.59551],[-5.92110,54.59543],[-5.92160,54.59539],[-5.92254,54.59533],[-5.92316,54.59528],[-5.92345,54.59522],[-5.92350,54.59521],[-5.92365,54.59519],[-5.92379,54.59515],[-5.92386,54.59514],[-5.92393,54.59514],[-5.92402,54.59516],[-5.92443,54.59524],[-5.92451,54.59524],[-5.92462,54.59524],[-5.92501,54.59523],[-5.92546,54.59521],[-5.92557,54.59521],[-5.92631,54.59518],[-5.92740,54.59513],[-5.92744,54.59512],[-5.92847,54.59508],[-5.92985,54.59502],[-5.93053,54.59500],[-5.93128,54.59496],[-5.93248,54.59491],[-5.93302,54.59489],[-5.93306,54.59535],[-5.93313,54.59587],[-5.93318,54.59633],[-5.93319,54.59637],[-5.93327,54.59717],[-5.93334,54.59798],[-5.93332,54.59809],[-5.93323,54.59841],[-5.93308,54.59893],[-5.93302,54.59921],[-5.93149,54.59914],[-5.93051,54.59915],[-5.93036,54.59918],[-5.93031,54.59928],[-5.93034,54.59937],[-5.93036,54.59944],[-5.93073,54.60014],[-5.93099,54.60067],[-5.93115,54.60103],[-5.93149,54.60192],[-5.93156,54.60211],[-5.93201,54.60220],[-5.93303,54.60246],[-5.93313,54.60249],[-5.93340,54.60213]",39303913,2059,384,Central Station / East Bridge Street to Smithfield / Winetavern Street,Central Station / East Bridge Street ,Smithfield / Winetavern Street
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91963,54.59552],[-5.91972,54.59551],[-5.92110,54.59543],[-5.92160,54.59539],[-5.92254,54.59533],[-5.92316,54.59528],[-5.92345,54.59522],[-5.92350,54.59521],[-5.92365,54.59519],[-5.92379,54.59515],[-5.92386,54.59514],[-5.92393,54.59514],[-5.92402,54.59516],[-5.92443,54.59524],[-5.92451,54.59524],[-5.92462,54.59524],[-5.92501,54.59523],[-5.92546,54.59521],[-5.92557,54.59521],[-5.92631,54.59518],[-5.92740,54.59513],[-5.92744,54.59512],[-5.92847,54.59508],[-5.92985,54.59502],[-5.93053,54.59500],[-5.93128,54.59496],[-5.93248,54.59491],[-5.93302,54.59489],[-5.93306,54.59535],[-5.93313,54.59587],[-5.93318,54.59633],[-5.93319,54.59637],[-5.93327,54.59717],[-5.93334,54.59798],[-5.93332,54.59809],[-5.93323,54.59841],[-5.93308,54.59893],[-5.93302,54.59921],[-5.93149,54.59914],[-5.93051,54.59915],[-5.93036,54.59918],[-5.93031,54.59928],[-5.93034,54.59937],[-5.93036,54.59944],[-5.93073,54.60014],[-5.93099,54.60067],[-5.93115,54.60103],[-5.93149,54.60192],[-5.93156,54.60211],[-5.93105,54.60265],[-5.93083,54.60285],[-5.93069,54.60297],[-5.93040,54.60319],[-5.93017,54.60336],[-5.92994,54.60359],[-5.92974,54.60379]",39303914,2127,396,Central Station / East Bridge Street to Cathedral Gardens / York Street,Central Station / East Bridge Street ,Cathedral Gardens / York Street
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91963,54.59552],[-5.91972,54.59551],[-5.92110,54.59543],[-5.92160,54.59539],[-5.92254,54.59533],[-5.92316,54.59528],[-5.92345,54.59522],[-5.92350,54.59521],[-5.92365,54.59519],[-5.92379,54.59515],[-5.92386,54.59514],[-5.92393,54.59514],[-5.92402,54.59516],[-5.92443,54.59524],[-5.92451,54.59524],[-5.92462,54.59524],[-5.92501,54.59523],[-5.92546,54.59521],[-5.92557,54.59521],[-5.92631,54.59518],[-5.92740,54.59513],[-5.92744,54.59512],[-5.92847,54.59508],[-5.92985,54.59502],[-5.93053,54.59500],[-5.93128,54.59496],[-5.93248,54.59491],[-5.93302,54.59489],[-5.93306,54.59535],[-5.93313,54.59587],[-5.93318,54.59633],[-5.93319,54.59637],[-5.93327,54.59717],[-5.93334,54.59798],[-5.93332,54.59809],[-5.93323,54.59841],[-5.93308,54.59893],[-5.93302,54.59921],[-5.93149,54.59914],[-5.93051,54.59915],[-5.93036,54.59918],[-5.93031,54.59928],[-5.93034,54.59937],[-5.93036,54.59944],[-5.93073,54.60014],[-5.93099,54.60067],[-5.93115,54.60103],[-5.93149,54.60192],[-5.93156,54.60211],[-5.93105,54.60265],[-5.93150,54.60278],[-5.93254,54.60308],[-5.93225,54.60342],[-5.93193,54.60384],[-5.93226,54.60419],[-5.93255,54.60450],[-5.93267,54.60463],[-5.93288,54.60481],[-5.93299,54.60492]",39303915,2311,431,Central Station / East Bridge Street to Carrick Hill / St Patricks Church,Central Station / East Bridge Street ,Carrick Hill / St Patricks Church
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91920,54.59559],[-5.91906,54.59559],[-5.91731,54.59566],[-5.91689,54.59568],[-5.91690,54.59590],[-5.91685,54.59590],[-5.91691,54.59580],[-5.91695,54.59591],[-5.91717,54.59589],[-5.91722,54.59598],[-5.91725,54.59607],[-5.91727,54.59615],[-5.91728,54.59628],[-5.91729,54.59637],[-5.91726,54.59647],[-5.91722,54.59658],[-5.91712,54.59678],[-5.91702,54.59693],[-5.91699,54.59699],[-5.91752,54.59709],[-5.91795,54.59719],[-5.91813,54.59724],[-5.91893,54.59752],[-5.91908,54.59757],[-5.91995,54.59801],[-5.92024,54.59818],[-5.92070,54.59854],[-5.92095,54.59872],[-5.92106,54.59872],[-5.92138,54.59873],[-5.92139,54.59875],[-5.92146,54.59936],[-5.92146,54.59947],[-5.92143,54.59954],[-5.92143,54.59960],[-5.92142,54.59963],[-5.92145,54.60010],[-5.92147,54.60021],[-5.92147,54.60028],[-5.92166,54.60037],[-5.92177,54.60045],[-5.92185,54.60053],[-5.92184,54.60053],[-5.92198,54.60070],[-5.92205,54.60092],[-5.92206,54.60096],[-5.92210,54.60115],[-5.92210,54.60120],[-5.92213,54.60119],[-5.92224,54.60115],[-5.92333,54.60095],[-5.92425,54.60076],[-5.92442,54.60073],[-5.92460,54.60072],[-5.92485,54.60136],[-5.92493,54.60152],[-5.92505,54.60182],[-5.92525,54.60225],[-5.92545,54.60229],[-5.92559,54.60232]",39303916,1377,257,Central Station / East Bridge Street to Dunbar Link / Gordon Street,Central Station / East Bridge Street ,Dunbar Link / Gordon Street
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91920,54.59559],[-5.91906,54.59559],[-5.91731,54.59566],[-5.91689,54.59568],[-5.91690,54.59590],[-5.91685,54.59590],[-5.91691,54.59580],[-5.91695,54.59591],[-5.91717,54.59589],[-5.91722,54.59598],[-5.91725,54.59607],[-5.91727,54.59615],[-5.91728,54.59628],[-5.91729,54.59637],[-5.91726,54.59647],[-5.91722,54.59658],[-5.91712,54.59678],[-5.91702,54.59693],[-5.91699,54.59699],[-5.91752,54.59709],[-5.91795,54.59719],[-5.91813,54.59724],[-5.91893,54.59752],[-5.91908,54.59757],[-5.91995,54.59801],[-5.92024,54.59818],[-5.92070,54.59854],[-5.92095,54.59872],[-5.92106,54.59872],[-5.92138,54.59873],[-5.92139,54.59875],[-5.92146,54.59936],[-5.92146,54.59947],[-5.92143,54.59954],[-5.92143,54.59960],[-5.92142,54.59963],[-5.92145,54.60010],[-5.92147,54.60021],[-5.92147,54.60028],[-5.92166,54.60037],[-5.92177,54.60045],[-5.92185,54.60053],[-5.92184,54.60053],[-5.92198,54.60070],[-5.92205,54.60092],[-5.92206,54.60096],[-5.92210,54.60115],[-5.92210,54.60120],[-5.92213,54.60119],[-5.92224,54.60115],[-5.92333,54.60095],[-5.92425,54.60076],[-5.92442,54.60073],[-5.92460,54.60072],[-5.92494,54.60066],[-5.92562,54.60044],[-5.92577,54.60039],[-5.92594,54.60034],[-5.92613,54.60027],[-5.92666,54.60009],[-5.92717,54.59992],[-5.92737,54.59985],[-5.92753,54.59980],[-5.92813,54.60046],[-5.92822,54.60054],[-5.92838,54.60069]",39303917,1507,281,Central Station / East Bridge Street to North Street / Waring Street,Central Station / East Bridge Street ,North Street / Waring Street
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91963,54.59552],[-5.91972,54.59551],[-5.92110,54.59543],[-5.92160,54.59539],[-5.92254,54.59533],[-5.92316,54.59528],[-5.92345,54.59522],[-5.92350,54.59521],[-5.92365,54.59519],[-5.92379,54.59515],[-5.92386,54.59514],[-5.92393,54.59514],[-5.92402,54.59516],[-5.92443,54.59524],[-5.92451,54.59524],[-5.92462,54.59524],[-5.92501,54.59523],[-5.92546,54.59521],[-5.92557,54.59521],[-5.92631,54.59518],[-5.92740,54.59513],[-5.92744,54.59512],[-5.92847,54.59508],[-5.92985,54.59502],[-5.92974,54.59415],[-5.92959,54.59292],[-5.92985,54.59245],[-5.93037,54.59253],[-5.93148,54.59274]",39303918,1110,207,Central Station / East Bridge Street to Bankmore Square / Dublin Road,Central Station / East Bridge Street ,Bankmore Square / Dublin Road
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91963,54.59552],[-5.91972,54.59551],[-5.92110,54.59543],[-5.92160,54.59539],[-5.92254,54.59533],[-5.92316,54.59528],[-5.92345,54.59522],[-5.92350,54.59521],[-5.92365,54.59519],[-5.92379,54.59515],[-5.92386,54.59514],[-5.92393,54.59514],[-5.92402,54.59516],[-5.92443,54.59524],[-5.92451,54.59524],[-5.92462,54.59524],[-5.92501,54.59523],[-5.92546,54.59521],[-5.92557,54.59521],[-5.92631,54.59518],[-5.92740,54.59513],[-5.92744,54.59512],[-5.92847,54.59508],[-5.92985,54.59502],[-5.93053,54.59500],[-5.93128,54.59496],[-5.93248,54.59491],[-5.93302,54.59489],[-5.93306,54.59535],[-5.93313,54.59587],[-5.93318,54.59633],[-5.93466,54.59627],[-5.93467,54.59637],[-5.93474,54.59710],[-5.93482,54.59710]",39303919,1270,237,Central Station / East Bridge Street to College Square East,Central Station / East Bridge Street ,College Square East
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91963,54.59552],[-5.91972,54.59551],[-5.92110,54.59543],[-5.92160,54.59539],[-5.92254,54.59533],[-5.92316,54.59528],[-5.92345,54.59522],[-5.92350,54.59521],[-5.92365,54.59519],[-5.92379,54.59515],[-5.92386,54.59514],[-5.92393,54.59514],[-5.92402,54.59516],[-5.92443,54.59524],[-5.92451,54.59524],[-5.92462,54.59524],[-5.92501,54.59523],[-5.92546,54.59521],[-5.92557,54.59521],[-5.92631,54.59518],[-5.92740,54.59513],[-5.92744,54.59512],[-5.92847,54.59508],[-5.92985,54.59502],[-5.93053,54.59500],[-5.93128,54.59496],[-5.93248,54.59491],[-5.93302,54.59489],[-5.93306,54.59535],[-5.93313,54.59587],[-5.93318,54.59633],[-5.93319,54.59637],[-5.93327,54.59717],[-5.93334,54.59798],[-5.93332,54.59809],[-5.93323,54.59841],[-5.93308,54.59893],[-5.93302,54.59921],[-5.93330,54.59923],[-5.93360,54.59924],[-5.93389,54.59925],[-5.93402,54.59925],[-5.93470,54.59928],[-5.93481,54.59942],[-5.93482,54.59946],[-5.93509,54.59943],[-5.93541,54.59946],[-5.93577,54.59949]",39303920,1589,296,Central Station / East Bridge Street to Millfield / Divis Street,Central Station / East Bridge Street ,Millfield / Divis Street
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91920,54.59559],[-5.91906,54.59559],[-5.91731,54.59566],[-5.91689,54.59568],[-5.91690,54.59590],[-5.91685,54.59590],[-5.91691,54.59580],[-5.91695,54.59591],[-5.91717,54.59589],[-5.91722,54.59598],[-5.91725,54.59607],[-5.91727,54.59615],[-5.91728,54.59628],[-5.91729,54.59637],[-5.91726,54.59647],[-5.91722,54.59658],[-5.91712,54.59678],[-5.91702,54.59693],[-5.91699,54.59699],[-5.91752,54.59709],[-5.91795,54.59719],[-5.91813,54.59724],[-5.91893,54.59752],[-5.91908,54.59757],[-5.91995,54.59801],[-5.92024,54.59818],[-5.92070,54.59854],[-5.92095,54.59872],[-5.92106,54.59872],[-5.92138,54.59873],[-5.92139,54.59875],[-5.92146,54.59936],[-5.92146,54.59947],[-5.92143,54.59954],[-5.92143,54.59960],[-5.92142,54.59963],[-5.92145,54.60010],[-5.92147,54.60021],[-5.92147,54.60028],[-5.91928,54.60039],[-5.91930,54.60066],[-5.91904,54.60112],[-5.91895,54.60114],[-5.91883,54.60154],[-5.91880,54.60162],[-5.91884,54.60166],[-5.91894,54.60168],[-5.91901,54.60169],[-5.91903,54.60171],[-5.91901,54.60176],[-5.91890,54.60201],[-5.91866,54.60247],[-5.91860,54.60255],[-5.91825,54.60306],[-5.91784,54.60358],[-5.91776,54.60366],[-5.91756,54.60378],[-5.91744,54.60384],[-5.91726,54.60390]",39303921,1473,275,Central Station / East Bridge Street to Odyssey / Sydenham Road,Central Station / East Bridge Street ,Odyssey / Sydenham Road
"[-5.91917,54.59538],[-5.91919,54.59548],[-5.91920,54.59553],[-5.91920,54.59559],[-5.91906,54.59559],[-5.91731,54.59566],[-5.91689,54.59568],[-5.91690,54.59590],[-5.91685,54.59590],[-5.91691,54.59580],[-5.91695,54.59591],[-5.91717,54.59589],[-5.91722,54.59598],[-5.91725,54.59607],[-5.91727,54.59615],[-5.91728,54.59628],[-5.91729,54.59637],[-5.91726,54.59647],[-5.91722,54.59658],[-5.91712,54.59678],[-5.91702,54.59693],[-5.91699,54.59699],[-5.91752,54.59709],[-5.91795,54.59719],[-5.91813,54.59724],[-5.91893,54.59752],[-5.91908,54.59757],[-5.91995,54.59801],[-5.92024,54.59818],[-5.92070,54.59854],[-5.92095,54.59872],[-5.92106,54.59872],[-5.92138,54.59873],[-5.92139,54.59875],[-5.92146,54.59936],[-5.92146,54.59947],[-5.92143,54.59954],[-5.92143,54.59960],[-5.92142,54.59963],[-5.92145,54.60010],[-5.92147,54.60021],[-5.92147,54.60028],[-5.92166,54.60037],[-5.92177,54.60045],[-5.92185,54.60053],[-5.92184,54.60053],[-5.92198,54.60070],[-5.92205,54.60092],[-5.92206,54.60096],[-5.92210,54.60115],[-5.92210,54.60120],[-5.92215,54.60186],[-5.92210,54.60203],[-5.92201,54.60234],[-5.92162,54.60294],[-5.92133,54.60356],[-5.92090,54.60452],[-5.92121,54.60469],[-5.92136,54.60474],[-5.92124,54.60490],[-5.92103,54.60521],[-5.92111,54.60523],[-5.92125,54.60526],[-5.92143,54.60501]",39303922,1527,285,Central Station / East Bridge Street to Corporation Square,Central Station / East Bridge Street ,Corporation Square
